datos_a､o,clase_inmueble,distrito_cod,distrito_nombre,barrio_cod,barrio_nombre,uso_cod,uso_deno,inmuebles_barrio,a､o_cons_medio,sup_cons_barrio,sup_cons_media,sup_suelo_barrio,sup_suelo_media,val_cat_barrio,val_cat_medio
2015,UR,18,Villa de Vallecas,182,SANTA EUGENIA,A,Almacén-Estacionamiento,1.772,1.99,150.09,85,,,4.118173378E7,23240.26
2015,UR,18,Villa de Vallecas,182,SANTA EUGENIA,C,Comercial,389,1.983,46.263,119,,,3.933576684E7,101120.22
2015,UR,18,Villa de Vallecas,182,SANTA EUGENIA,E,Cultural,14,1.99,46.993,3.357,,,3.740237014E7,2671597.87
2015,UR,18,Villa de Vallecas,182,SANTA EUGENIA,I,Industrial,22,1.984,38.936,1.77,,,1.706018379E7,775462.9
2015,UR,18,Villa de Vallecas,182,SANTA EUGENIA,K,Deportivo,9,1.995,30.071,3.341,,,1.775811356E7,1973123.73
2015,UR,18,Villa de Vallecas,182,SANTA EUGENIA,M,"Suelos sin edificar, obras de urbanización y jardinería",47,,,,212.348,4.518,3.3783475E7,718797.34
2015,UR,18,Villa de Vallecas,182,SANTA EUGENIA,O,Oficinas,33,1.984,15.078,457,,,1.055267521E7,319778.04
2015,UR,18,Villa de Vallecas,182,SANTA EUGENIA,R,Religioso,2,1.97,2.071,1.036,,,1599894.06,799947.03
2015,UR,18,Villa de Vallecas,182,SANTA EUGENIA,T,Espectáculos,1,1.984,2.815,2.815,,,1598955.21,1598955.21
2015,UR,18,Villa de Vallecas,182,SANTA EUGENIA,V,Residencial,9.576,1.98,965.381,101,,,7.8758878206E8,82246.11
2015,UR,18,Villa de Vallecas,182,SANTA EUGENIA,Y,Sanidad y Beneficencia,19,1.991,117.545,6.187,,,9.98503089E7,5255279.42
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,A,Almacén-Estacionamiento,8.427,1.997,291.888,35,,,7.433254828E7,8820.76
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,C,Comercial,899,1.983,118.264,132,,,1.1132307586E8,123829.9
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,E,Cultural,24,1.995,101.589,4.233,,,7.77461796E7,3239424.15
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,G,Ocio y Hostelería,3,1.961,14.346,4.782,,,1.212304948E7,4041016.49
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,I,Industrial,155,1.977,504.899,3.257,,,1.7067966886E8,1101159.15
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,K,Deportivo,8,1.985,44.52,5.565,,,2.716516809E7,3395646.01
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,M,"Suelos sin edificar, obras de urbanización y jardinería",1.626,,,,20.571.792,12.652,1.14451050154E9,703881.0
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,O,Oficinas,226,1.998,48.698,215,,,3.825377446E7,169264.49
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,P,Edificio Singular,2,1.974,1.909,954,,,1904529.73,952264.86
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,R,Religioso,7,1.963,15.246,2.178,,,6238180.64,891168.66
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,T,Espectáculos,1,2.001,90.514,90.514,,,2.774177594E7,2.774177594E7
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,V,Residencial,19.378,1.992,2.158.803,111,,,1.67351136459E9,86361.41
2015,UR,19,Vicálvaro,191,CASCO H. VICALVARO,Y,Sanidad y Beneficencia,11,1.988,52.939,4.813,,,4.784322172E7,4349383.79
2015,UR,19,Vicálvaro,192,AMBROZ,A,Almacén-Estacionamiento,1.084,1.993,41.525,38,,,9660905.17,8912.27
2015,UR,19,Vicálvaro,192,AMBROZ,C,Comercial,480,1.971,48.749,102,,,3.478262483E7,72463.8
2015,UR,19,Vicálvaro,192,AMBROZ,E,Cultural,22,1.979,125.938,5.724,,,9.079663236E7,4127119.65
2015,UR,19,Vicálvaro,192,AMBROZ,I,Industrial,25,1.972,10.961,438,,,6054560.02,242182.4
2015,UR,19,Vicálvaro,192,AMBROZ,K,Deportivo,3,1.991,27.08,9.027,,,1.025099404E7,3416998.01
2015,UR,19,Vicálvaro,192,AMBROZ,M,"Suelos sin edificar, obras de urbanización y jardinería",44,,,,721.067,16.388,2.30630057E7,524159.22
2015,UR,19,Vicálvaro,192,AMBROZ,O,Oficinas,14,1.971,5.207,372,,,4208546.62,300610.47
2015,UR,19,Vicálvaro,192,AMBROZ,P,Edificio Singular,1,2.008,1.871,1.871,,,1025641.5,1025641.5
2015,UR,19,Vicálvaro,192,AMBROZ,R,Religioso,4,1.98,1.421,355,,,990048.56,247512.14
2015,UR,19,Vicálvaro,192,AMBROZ,T,Espectáculos,1,2.0,23.024,23.024,,,3299891.44,3299891.44
2015,UR,19,Vicálvaro,192,AMBROZ,V,Residencial,8.254,1.97,605.366,73,,,4.4436866031E8,53836.77
2015,UR,19,Vicálvaro,192,AMBROZ,Y,Sanidad y Beneficencia,2,1.984,2.392,1.196,,,1883681.81,941840.9
2015,UR,20,San Blas,201,SIMANCAS,A,Almacén-Estacionamiento,8.603,2.002,372.464,43,,,1.1473615295E8,13336.76
2015,UR,20,San Blas,201,SIMANCAS,C,Comercial,695,1.971,134.553,194,,,1.2669557311E8,182295.79
2015,UR,20,San Blas,201,SIMANCAS,E,Cultural,16,1.967,32.533,2.033,,,2.195543142E7,1372214.46
2015,UR,20,San Blas,201,SIMANCAS,G,Ocio y Hostelería,87,1.999,69.529,799,,,8.633544148E7,992361.4
2015,UR,20,San Blas,201,SIMANCAS,I,Industrial,1.021,1.98,876.348,858,,,6.0571147454E8,593253.16
2015,UR,20,San Blas,201,SIMANCAS,K,Deportivo,3,2.006,3.018,1.006,,,2886397.5,962132.5
2015,UR,20,San Blas,201,SIMANCAS,M,"Suelos sin edificar, obras de urbanización y jardinería",137,,,,257.785,1.882,1.2776849854E8,932616.78
2015,UR,20,San Blas,201,SIMANCAS,O,Oficinas,1.873,2.001,1.013.137,541,,,1.17504225544E9,627358.39
2015,UR,20,San Blas,201,SIMANCAS,P,Edificio Singular,4,1.994,124.974,31.244,,,1.0995296716E8,2.748824179E7
2015,UR,20,San Blas,201,SIMANCAS,R,Religioso,2,1.974,3.722,1.861,,,2564114.26,1282057.13
2015,UR,20,San Blas,201,SIMANCAS,V,Residencial,12.352,1.975,1.021.518,83,,,9.6865788722E8,78421.14
2015,UR,20,San Blas,201,SIMANCAS,Y,Sanidad y Beneficencia,10,1.969,14.45,1.445,,,1.25519961E7,1255199.61
2015,UR,20,San Blas,202,HELLÍN,A,Almacén-Estacionamiento,1,1.97,291,291,,,40267.13,40267.13
2015,UR,20,San Blas,202,HELLÍN,C,Comercial,81,1.975,8.757,108,,,7626885.12,94159.08
2015,UR,20,San Blas,202,HELLÍN,E,Cultural,4,1.976,21.434,5.358,,,1.450233379E7,3625583.45
2015,UR,20,San Blas,202,HELLÍN,G,Ocio y Hostelería,8,1.982,821,103,,,663252.41,82906.55
2015,UR,20,San Blas,202,HELLÍN,I,Industrial,7,1.967,1.766,252,,,348259.58,49751.37
2015,UR,20,San Blas,202,HELLÍN,K,Deportivo,1,1.97,15.63,15.63,,,7735201.66,7735201.66
2015,UR,20,San Blas,202,HELLÍN,M,"Suelos sin edificar, obras de urbanización y jardinería",1,,,,121.855,121.855,654334.5,654334.5
2015,UR,20,San Blas,202,HELLÍN,O,Oficinas,2,1.987,198,99,,,169849.1,84924.55
2015,UR,20,San Blas,202,HELLÍN,R,Religioso,1,1.98,1.158,1.158,,,906657.3,906657.3
2015,UR,20,San Blas,202,HELLÍN,V,Residencial,4.116,1.97,339.26,82,,,2.5646665774E8,62309.68
2015,UR,20,San Blas,202,HELLÍN,Y,Sanidad y Beneficencia,2,1.986,161,80,,,144473.96,72236.98
2015,UR,20,San Blas,203,AMPOSTA,A,Almacén-Estacionamiento,86,1.979,3.955,46,,,870891.01,10126.64
2015,UR,20,San Blas,203,AMPOSTA,C,Comercial,459,1.963,24.03,52,,,2.25870674E7,49209.3
2015,UR,20,San Blas,203,AMPOSTA,E,Cultural,1,2.002,1.607,1.607,,,1482950.98,1482950.98
2015,UR,20,San Blas,203,AMPOSTA,G,Ocio y Hostelería,1,1.96,26,26,,,16058.25,16058.25
2015,UR,20,San Blas,203,AMPOSTA,I,Industrial,66,1.969,6.843,104,,,3625197.17,54927.23
2015,UR,20,San Blas,203,AMPOSTA,K,Deportivo,2,1.96,249,124,,,132611.18,66305.59
2015,UR,20,San Blas,203,AMPOSTA,O,Oficinas,13,1.964,3.628,279,,,2807670.39,215974.65
2015,UR,20,San Blas,203,AMPOSTA,P,Edificio Singular,2,1.982,4.217,2.108,,,2893329.0,1446664.5
2015,UR,20,San Blas,203,AMPOSTA,R,Religioso,2,1.968,2.861,1.43,,,1917024.3,958512.15
2015,UR,20,San Blas,203,AMPOSTA,V,Residencial,3.794,1.964,248.403,65,,,1.8010677665E8,47471.48
2015,UR,20,San Blas,203,AMPOSTA,Y,Sanidad y Beneficencia,5,1.98,14.06,2.812,,,1.044898249E7,2089796.5
2015,UR,20,San Blas,204,ARCOS,A,Almacén-Estacionamiento,811,1.999,96.399,119,,,3.020374551E7,37242.6
2015,UR,20,San Blas,204,ARCOS,C,Comercial,367,1.986,64.362,175,,,7.346908081E7,200188.23
2015,UR,20,San Blas,204,ARCOS,E,Cultural,16,1.976,128.093,8.006,,,8.407500223E7,5254687.64
2015,UR,20,San Blas,204,ARCOS,G,Ocio y Hostelería,5,1.968,11.018,2.204,,,7702657.01,1540531.4
2015,UR,20,San Blas,204,ARCOS,I,Industrial,30,1.987,13.244,441,,,8174829.2,272494.31
2015,UR,20,San Blas,204,ARCOS,K,Deportivo,1,2.006,12.753,12.753,,,8757029.19,8757029.19
2015,UR,20,San Blas,204,ARCOS,M,"Suelos sin edificar, obras de urbanización y jardinería",86,,,,137.714,1.601,2.4778225E7,288118.9
2015,UR,20,San Blas,204,ARCOS,O,Oficinas,3,1.964,310,103,,,268366.5,89455.5
2015,UR,20,San Blas,204,ARCOS,R,Religioso,2,1.98,3.612,1.806,,,2151814.89,1075907.44
2015,UR,20,San Blas,204,ARCOS,V,Residencial,9.833,1.976,907.254,92,,,7.425891141E8,75520.1
2015,UR,20,San Blas,204,ARCOS,Y,Sanidad y Beneficencia,9,1.977,29.38,3.264,,,3.381246162E7,3756940.18
2015,UR,20,San Blas,205,ROSAS,A,Almacén-Estacionamiento,6.343,1.997,216.455,34,,,6.359520158E7,10026.04
2015,UR,20,San Blas,205,ROSAS,C,Comercial,723,1.992,102.939,142,,,1.023668391E8,141586.22
2015,UR,20,San Blas,205,ROSAS,E,Cultural,24,1.982,51.472,2.145,,,4.75131411E7,1979714.21
2015,UR,20,San Blas,205,ROSAS,G,Ocio y Hostelería,1,1.978,105,105,,,97446.04,97446.04
2015,UR,20,San Blas,205,ROSAS,I,Industrial,18,1.99,5.588,310,,,3215592.81,178644.04
2015,UR,20,San Blas,205,ROSAS,K,Deportivo,7,1.994,106.779,15.254,,,6.259802286E7,8942574.69
2015,UR,20,San Blas,205,ROSAS,M,"Suelos sin edificar, obras de urbanización y jardinería",108,,,,1.739.137,16.103,1.413364085E8,1308670.45
2015,UR,20,San Blas,205,ROSAS,O,Oficinas,23,1.985,2.167,94,,,2277352.73,99015.34
2015,UR,20,San Blas,205,ROSAS,P,Edificio Singular,2,2.006,6.649,3.324,,,7164456.43,3582228.22
2015,UR,20,San Blas,205,ROSAS,R,Religioso,4,2.003,10.553,2.638,,,7813363.31,1953340.83
2015,UR,20,San Blas,205,ROSAS,T,Espectáculos,1,1.979,139,139,,,150682.95,150682.95
2015,UR,20,San Blas,205,ROSAS,V,Residencial,11.948,1.993,1.460.031,122,,,1.40275318874E9,117404.85
2015,UR,20,San Blas,205,ROSAS,Y,Sanidad y Beneficencia,6,1.999,21.778,3.63,,,2.45480514E7,4091341.9
2015,UR,20,San Blas,206,REJAS,A,Almacén-Estacionamiento,8.215,2.004,235.068,29,,,6.222212571E7,7574.21
2015,UR,20,San Blas,206,REJAS,C,Comercial,128,1.981,308.216,2.408,,,2.4117459833E8,1884176.55
2015,UR,20,San Blas,206,REJAS,E,Cultural,2,1.984,5.969,2.984,,,4782585.61,2391292.81
2015,UR,20,San Blas,206,REJAS,G,Ocio y Hostelería,2.214,2.007,391.697,177,,,4.8263183575E8,217990.89
2015,UR,20,San Blas,206,REJAS,I,Industrial,268,1.986,734.563,2.741,,,2.9517961066E8,1101416.46
2015,UR,20,San Blas,206,REJAS,K,Deportivo,8,1.993,15.069,1.884,,,1.210052883E7,1512566.1
2015,UR,20,San Blas,206,REJAS,M,"Suelos sin edificar, obras de urbanización y jardinería",706,,,,2.386.257,3.38,3.9597886889E8,560876.58
2015,UR,20,San Blas,206,REJAS,O,Oficinas,340,2.001,394.323,1.16,,,2.9080516934E8,855309.32
2015,UR,20,San Blas,206,REJAS,R,Religioso,4,1.992,6.136,1.534,,,3612229.79,903057.45
2015,UR,20,San Blas,206,REJAS,V,Residencial,6.621,1.991,727.631,110,,,6.6691758861E8,100727.62
2015,UR,20,San Blas,206,REJAS,Y,Sanidad y Beneficencia,5,1.99,7.773,1.555,,,7579463.92,1515892.78
2015,UR,20,San Blas,207,CANILLEJAS,A,Almacén-Estacionamiento,2.536,1.987,136.11,54,,,3.323322509E7,13104.58
2015,UR,20,San Blas,207,CANILLEJAS,C,Comercial,1.155,1.973,93.519,81,,,7.735932126E7,66977.77
2015,UR,20,San Blas,207,CANILLEJAS,E,Cultural,17,1.97,41.602,2.447,,,3.351819594E7,1971658.58
2015,UR,20,San Blas,207,CANILLEJAS,G,Ocio y Hostelería,8,1.979,18.262,2.283,,,1.729140528E7,2161425.66
2015,UR,20,San Blas,207,CANILLEJAS,I,Industrial,61,1.966,112.296,1.841,,,6.846455218E7,1122369.71
2015,UR,20,San Blas,207,CANILLEJAS,K,Deportivo,14,1.839,16.303,1.164,,,5955101.41,425364.39
2015,UR,20,San Blas,207,CANILLEJAS,M,"Suelos sin edificar, obras de urbanización y jardinería",83,,,,112.901,1.36,2.303200401E7,277494.02
2015,UR,20,San Blas,207,CANILLEJAS,O,Oficinas,50,1.968,7.591,152,,,5270718.03,105414.36
2015,UR,20,San Blas,207,CANILLEJAS,P,Edificio Singular,1,1.98,2.439,2.439,,,2085580.0,2085580.0
2015,UR,20,San Blas,207,CANILLEJAS,R,Religioso,13,1.969,8.965,690,,,4714190.02,362630.0
2015,UR,20,San Blas,207,CANILLEJAS,T,Espectáculos,2,1.97,707,354,,,695114.35,347557.18
2015,UR,20,San Blas,207,CANILLEJAS,V,Residencial,12.26,1.974,1.131.903,92,,,9.1275384064E8,74449.74
2015,UR,20,San Blas,207,CANILLEJAS,Y,Sanidad y Beneficencia,16,1.982,16.451,1.028,,,1.499449594E7,937156.0
2015,UR,20,San Blas,208,EL SALVADOR,A,Almacén-Estacionamiento,1.423,1.992,103.375,73,,,3.202109153E7,22502.52
2015,UR,20,San Blas,208,EL SALVADOR,C,Comercial,207,1.977,32.788,158,,,3.519610202E7,170029.48
2015,UR,20,San Blas,208,EL SALVADOR,E,Cultural,5,1.985,55.853,11.171,,,4.446155015E7,8892310.03
2015,UR,20,San Blas,208,EL SALVADOR,G,Ocio y Hostelería,17,1.992,35.599,2.094,,,5.375131028E7,3161841.78
2015,UR,20,San Blas,208,EL SALVADOR,I,Industrial,15,1.968,6.321,421,,,2118692.32,141246.15
2015,UR,20,San Blas,208,EL SALVADOR,K,Deportivo,12,1.992,20.084,1.674,,,1.201959513E7,1001632.93
2015,UR,20,San Blas,208,EL SALVADOR,M,"Suelos sin edificar, obras de urbanización y jardinería",64,,,,257.682,4.026,1.001763025E8,1565254.73
2015,UR,20,San Blas,208,EL SALVADOR,O,Oficinas,105,1.987,338.009,3.219,,,3.5333898396E8,3365133.18
2015,UR,20,San Blas,208,EL SALVADOR,P,Edificio Singular,2,1.972,22.621,11.31,,,2.149997169E7,1.074998584E7
2015,UR,20,San Blas,208,EL SALVADOR,R,Religioso,3,1.952,6.464,2.155,,,4383993.22,1461331.07
2015,UR,20,San Blas,208,EL SALVADOR,V,Residencial,4.869,1.982,846.517,174,,,7.2428405016E8,148754.17
2015,UR,20,San Blas,208,EL SALVADOR,Y,Sanidad y Beneficencia,1,1.96,5.875,5.875,,,3984045.64,3984045.64
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,A,Almacén-Estacionamiento,4.939,1.989,133.752,27,,,4.21519628E7,8534.51
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,C,Comercial,301,1.978,23.806,79,,,2.757438154E7,91609.24
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,E,Cultural,8,1.974,78.518,9.815,,,7.804256976E7,9755321.22
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,G,Ocio y Hostelería,278,1.98,64.605,232,,,5.726206536E7,205978.65
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,I,Industrial,18,1.982,961,53,,,885168.78,49176.04
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,K,Deportivo,24,1.985,69.751,2.906,,,4.417799035E7,1840749.6
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,M,"Suelos sin edificar, obras de urbanización y jardinería",63,,,,248.761,3.949,6.137742642E7,974244.86
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,O,Oficinas,75,1.988,169.441,2.259,,,1.9231400589E8,2564186.75
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,P,Edificio Singular,3,1.945,9.399,3.133,,,4480168.01,1493389.34
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,R,Religioso,7,1.97,3.368,481,,,3280897.68,468699.67
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,V,Residencial,8.01,1.981,981.073,122,,,1.09574101597E9,136796.63
2015,UR,21,Barajas,211,ALAMEDA DE OSUNA,Y,Sanidad y Beneficencia,10,1.988,12.499,1.25,,,1.473091453E7,1473091.45
2015,UR,21,Barajas,212,AEROPUERTO,A,Almacén-Estacionamiento,210,2.003,19.475,93,,,4965332.43,23644.44
2015,UR,21,Barajas,212,AEROPUERTO,C,Comercial,34,1.966,14.201,418,,,1.09593322E7,322333.3
2015,UR,21,Barajas,212,AEROPUERTO,G,Ocio y Hostelería,5,1.976,27.362,5.472,,,3.563837408E7,7127674.82
2015,UR,21,Barajas,212,AEROPUERTO,I,Industrial,64,1.979,353.869,5.529,,,1.8991950575E8,2967492.28
2015,UR,21,Barajas,212,AEROPUERTO,M,"Suelos sin edificar, obras de urbanización y jardinería",39,,,,61.327,1.572,1.43377078E7,367633.53
2015,UR,21,Barajas,212,AEROPUERTO,O,Oficinas,91,1.998,146.42,1.609,,,1.585326746E8,1742117.3
2015,UR,21,Barajas,212,AEROPUERTO,P,Edificio Singular,1,1.97,2.305,2.305,,,1914316.6,1914316.6
2015,UR,21,Barajas,212,AEROPUERTO,V,Residencial,580,1.962,36.259,63,,,3.077113517E7,53053.68
2015,UR,21,Barajas,212,AEROPUERTO,Y,Sanidad y Beneficencia,4,1.978,5.65,1.412,,,3859078.16,964769.54
2015,UR,21,Barajas,213,CASCO H. BARAJAS,A,Almacén-Estacionamiento,1.488,1.959,67.515,45,,,1.891447241E7,12711.34
2015,UR,21,Barajas,213,CASCO H. BARAJAS,C,Comercial,332,1.979,29.112,88,,,4.808101721E7,144822.34
2015,UR,21,Barajas,213,CASCO H. BARAJAS,E,Cultural,7,1.978,1.889,270,,,2196540.16,313791.45
2015,UR,21,Barajas,213,CASCO H. BARAJAS,G,Ocio y Hostelería,15,1.986,36.578,2.439,,,4.18270253E7,2788468.35
2015,UR,21,Barajas,213,CASCO H. BARAJAS,I,Industrial,19,1.957,2.44,128,,,1988830.45,104675.29
2015,UR,21,Barajas,213,CASCO H. BARAJAS,K,Deportivo,1,2.0,1.317,1.317,,,265831.3,265831.3
2015,UR,21,Barajas,213,CASCO H. BARAJAS,M,"Suelos sin edificar, obras de urbanización y jardinería",90,,,,86.143,957,2.76979573E7,307755.08
2015,UR,21,Barajas,213,CASCO H. BARAJAS,O,Oficinas,21,1.984,2.583,123,,,2929498.71,139499.94
2015,UR,21,Barajas,213,CASCO H. BARAJAS,P,Edificio Singular,2,1.997,4.854,2.427,,,5695321.55,2847660.78
2015,UR,21,Barajas,213,CASCO H. BARAJAS,R,Religioso,3,1.93,3.458,1.153,,,1125351.48,375117.16
2015,UR,21,Barajas,213,CASCO H. BARAJAS,T,Espectáculos,1,1.982,116,116,,,135013.2,135013.2
2015,UR,21,Barajas,213,CASCO H. BARAJAS,V,Residencial,3.68,1.98,368.558,100,,,3.9707166817E8,107899.91
2015,UR,21,Barajas,213,CASCO H. BARAJAS,Y,Sanidad y Beneficencia,3,2.005,2.604,868,,,2336640.01,778880.0
2015,UR,21,Barajas,214,TIMÓN,A,Almacén-Estacionamiento,2.429,2.003,83.35,34,,,2.583770237E7,10637.18
2015,UR,21,Barajas,214,TIMÓN,C,Comercial,207,1.994,32.799,158,,,3.555741414E7,171774.95
2015,UR,21,Barajas,214,TIMÓN,E,Cultural,4,1.988,27.923,6.981,,,2.449539355E7,6123848.39
2015,UR,21,Barajas,214,TIMÓN,G,Ocio y Hostelería,6,1.637,29.455,4.909,,,3.552308392E7,5920513.99
2015,UR,21,Barajas,214,TIMÓN,I,Industrial,21,1.98,8.377,399,,,4576783.2,217942.06
2015,UR,21,Barajas,214,TIMÓN,K,Deportivo,5,1.998,214.038,42.808,,,1.9486369647E8,3.897273929E7
2015,UR,21,Barajas,214,TIMÓN,M,"Suelos sin edificar, obras de urbanización y jardinería",305,,,,2.401.838,7.875,5.303109117E8,1738724.3
2015,UR,21,Barajas,214,TIMÓN,O,Oficinas,46,2.0,20.644,449,,,2.217752585E7,482120.13
2015,UR,21,Barajas,214,TIMÓN,R,Religioso,1,2.002,1.745,1.745,,,1763182.12,1763182.12
2015,UR,21,Barajas,214,TIMÓN,V,Residencial,5.207,1.996,665.021,128,,,6.2829632329E8,120663.78
2015,UR,21,Barajas,214,TIMÓN,Y,Sanidad y Beneficencia,4,1.994,3.753,938,,,3038758.12,759689.53
2015,UR,21,Barajas,215,CORRALEJOS,A,Almacén-Estacionamiento,2.512,2.001,89.326,36,,,2.685445007E7,10690.47
2015,UR,21,Barajas,215,CORRALEJOS,C,Comercial,48,1.997,21.727,453,,,2.080654791E7,433469.75
2015,UR,21,Barajas,215,CORRALEJOS,E,Cultural,1,2.005,2.383,2.383,,,2874738.81,2874738.81
2015,UR,21,Barajas,215,CORRALEJOS,G,Ocio y Hostelería,10,1.981,695.752,69.575,,,5.6675392616E8,5.667539262E7
2015,UR,21,Barajas,215,CORRALEJOS,I,Industrial,15,1.988,29.038,1.936,,,2.417532109E7,1611688.07
2015,UR,21,Barajas,215,CORRALEJOS,K,Deportivo,2,2.004,690.205,345.102,,,2.404272912E7,1.202136456E7
2015,UR,21,Barajas,215,CORRALEJOS,M,"Suelos sin edificar, obras de urbanización y jardinería",73,,,,1.760.619,24.118,5.536415608E7,758413.1
2015,UR,21,Barajas,215,CORRALEJOS,O,Oficinas,172,1.994,538.345,3.13,,,6.8930512356E8,4007587.93
2015,UR,21,Barajas,215,CORRALEJOS,R,Religioso,2,2.006,3.264,1.632,,,3059074.58,1529537.29
2015,UR,21,Barajas,215,CORRALEJOS,T,Espectáculos,1,1.995,14.72,14.72,,,1.63967552E7,1.63967552E7
2015,UR,21,Barajas,215,CORRALEJOS,V,Residencial,2.975,1.999,439.979,148,,,5.2739477591E8,177275.55
2015,UR,21,Barajas,215,CORRALEJOS,Y,Sanidad y Beneficencia,3,2.009,15.177,5.059,,,2.007264644E7,6690882.15
