datos_a､o,clase_inmueble,distrito_cod,distrito_nombre,barrio_cod,barrio_nombre,uso_cod,uso_deno,inmuebles_barrio,a､o_cons_medio,sup_cons_barrio,sup_cons_media,sup_suelo_barrio,sup_suelo_media,val_cat_barrio,val_cat_medio
2015,UR,1,Centro,11,PALACIO,A,Almacén-Estacionamiento,3.04,1.969,216.279,71,,,1.2984905586E8,42713.51
2015,UR,1,Centro,11,PALACIO,C,Comercial,1.412,1.921,224.217,159,,,4.101220736E8,290454.73
2015,UR,1,Centro,11,PALACIO,E,Cultural,36,1.937,62.899,1.747,,,7.57466424E7,2104073.4
2015,UR,1,Centro,11,PALACIO,G,Ocio y Hostelería,257,1.908,114.145,444,,,1.9904773415E8,774504.8
2015,UR,1,Centro,11,PALACIO,I,Industrial,22,1.942,13.228,601,,,1.180794949E7,536724.98
2015,UR,1,Centro,11,PALACIO,K,Deportivo,8,1.946,8.093,1.012,,,1.136203584E7,1420254.48
2015,UR,1,Centro,11,PALACIO,M,"Suelos sin edificar, obras de urbanización y jardinería",66,,,,135.976,2.06,3.539946972E7,536355.6
2015,UR,1,Centro,11,PALACIO,O,Oficinas,562,1.945,178.715,318,,,3.1073015696E8,552900.64
2015,UR,1,Centro,11,PALACIO,P,Edificio Singular,15,1.891,197.446,13.163,,,2.8154289641E8,1.876952643E7
2015,UR,1,Centro,11,PALACIO,R,Religioso,17,1.884,102.718,6.042,,,1.1425418376E8,6720834.34
2015,UR,1,Centro,11,PALACIO,T,Espectáculos,5,1.939,84.965,16.993,,,1.5571650931E8,3.114330186E7
2015,UR,1,Centro,11,PALACIO,V,Residencial,13.197,1.928,1.365.784,103,,,1.85616784185E9,140650.74
2015,UR,1,Centro,11,PALACIO,Y,Sanidad y Beneficencia,11,1.939,25.101,2.282,,,2.518413343E7,2289466.68
2015,UR,1,Centro,12,EMBAJADORES,A,Almacén-Estacionamiento,4.062,1.975,263.403,65,,,1.4150597628E8,34836.53
2015,UR,1,Centro,12,EMBAJADORES,C,Comercial,2.648,1.926,395.259,149,,,5.7655291021E8,217731.46
2015,UR,1,Centro,12,EMBAJADORES,E,Cultural,48,1.92,186.078,3.877,,,2.1263230022E8,4429839.59
2015,UR,1,Centro,12,EMBAJADORES,G,Ocio y Hostelería,109,1.903,52.413,481,,,7.960087532E7,730283.26
2015,UR,1,Centro,12,EMBAJADORES,I,Industrial,25,1.938,3.677,147,,,2699860.87,107994.43
2015,UR,1,Centro,12,EMBAJADORES,K,Deportivo,8,2.002,1.829,229,,,2541758.14,317719.77
2015,UR,1,Centro,12,EMBAJADORES,M,"Suelos sin edificar, obras de urbanización y jardinería",35,,,,19.624,561,1.66829545E7,476655.84
2015,UR,1,Centro,12,EMBAJADORES,O,Oficinas,178,1.945,91.551,514,,,8.633211115E7,485011.86
2015,UR,1,Centro,12,EMBAJADORES,P,Edificio Singular,3,1.918,18.576,6.192,,,1.858688251E7,6195627.5
2015,UR,1,Centro,12,EMBAJADORES,R,Religioso,8,1.865,17.785,2.223,,,1.534556912E7,1918196.14
2015,UR,1,Centro,12,EMBAJADORES,T,Espectáculos,7,1.935,21.584,3.083,,,2.845195608E7,4064565.15
2015,UR,1,Centro,12,EMBAJADORES,V,Residencial,24.744,1.927,1.983.605,80,,,2.46787175159E9,99736.17
2015,UR,1,Centro,12,EMBAJADORES,Y,Sanidad y Beneficencia,10,1.984,8.94,894,,,1.007544447E7,1007544.45
2015,UR,1,Centro,13,CORTES,A,Almacén-Estacionamiento,1.542,1.969,120.306,78,,,8.787481756E7,56987.56
2015,UR,1,Centro,13,CORTES,C,Comercial,862,1.916,146.806,170,,,2.8464485076E8,330214.44
2015,UR,1,Centro,13,CORTES,E,Cultural,22,1.952,57.893,2.632,,,1.1229481169E8,5104309.62
2015,UR,1,Centro,13,CORTES,G,Ocio y Hostelería,202,1.951,281.255,1.392,,,5.5423670342E8,2743746.06
2015,UR,1,Centro,13,CORTES,I,Industrial,10,1.948,13.54,1.354,,,1.302812558E7,1302812.56
2015,UR,1,Centro,13,CORTES,K,Deportivo,1,1.917,260,260,,,372685.34,372685.34
2015,UR,1,Centro,13,CORTES,M,"Suelos sin edificar, obras de urbanización y jardinería",6,,,,1.817,303,4622966.0,770494.33
2015,UR,1,Centro,13,CORTES,O,Oficinas,361,1.947,415.998,1.152,,,9.3691263913E8,2595325.87
2015,UR,1,Centro,13,CORTES,P,Edificio Singular,23,1.934,219.215,9.531,,,3.1617224713E8,1.374661944E7
2015,UR,1,Centro,13,CORTES,R,Religioso,8,1.868,27.211,3.401,,,2.574788238E7,3218485.3
2015,UR,1,Centro,13,CORTES,T,Espectáculos,6,1.929,28.454,4.742,,,3.815196995E7,6358661.66
2015,UR,1,Centro,13,CORTES,V,Residencial,6.452,1.922,775.586,120,,,1.17990338019E9,182874.05
2015,UR,1,Centro,13,CORTES,Y,Sanidad y Beneficencia,3,1.924,1.739,580,,,1870833.08,623611.03
2015,UR,1,Centro,14,JUSTICIA,A,Almacén-Estacionamiento,2.922,1.978,207.818,71,,,1.343992521E8,45995.64
2015,UR,1,Centro,14,JUSTICIA,C,Comercial,1.351,1.923,251.815,186,,,5.6409952452E8,417542.21
2015,UR,1,Centro,14,JUSTICIA,E,Cultural,37,1.942,48.953,1.323,,,6.486461258E7,1753097.64
2015,UR,1,Centro,14,JUSTICIA,G,Ocio y Hostelería,81,1.921,70.772,874,,,1.5515568891E8,1915502.33
2015,UR,1,Centro,14,JUSTICIA,I,Industrial,17,1.971,2.845,167,,,2847960.6,167527.09
2015,UR,1,Centro,14,JUSTICIA,K,Deportivo,10,1.975,3.335,334,,,6710735.12,671073.51
2015,UR,1,Centro,14,JUSTICIA,M,"Suelos sin edificar, obras de urbanización y jardinería",15,,,,9.055,604,1413903.32,94260.22
2015,UR,1,Centro,14,JUSTICIA,O,Oficinas,575,1.945,423.574,737,,,8.8995085981E8,1547740.63
2015,UR,1,Centro,14,JUSTICIA,P,Edificio Singular,24,1.991,159.189,6.633,,,2.7551441193E8,1.147976716E7
2015,UR,1,Centro,14,JUSTICIA,R,Religioso,21,1.857,19.27,918,,,2.575412337E7,1226386.83
2015,UR,1,Centro,14,JUSTICIA,T,Espectáculos,3,1.922,2.867,956,,,4150801.51,1383600.5
2015,UR,1,Centro,14,JUSTICIA,V,Residencial,10.298,1.928,1.332.124,129,,,2.15370199797E9,209137.89
2015,UR,1,Centro,14,JUSTICIA,Y,Sanidad y Beneficencia,5,1.973,10.576,2.115,,,1.858995216E7,3717990.43
2015,UR,1,Centro,15,UNIVERSIDAD,A,Almacén-Estacionamiento,4.775,1.974,266.472,56,,,1.6085407483E8,33686.72
2015,UR,1,Centro,15,UNIVERSIDAD,C,Comercial,1.733,1.923,331.322,191,,,7.8582349189E8,453446.91
2015,UR,1,Centro,15,UNIVERSIDAD,E,Cultural,32,1.939,84.296,2.634,,,8.697351817E7,2717922.44
2015,UR,1,Centro,15,UNIVERSIDAD,G,Ocio y Hostelería,146,1.914,148.414,1.017,,,2.8626590033E8,1960725.34
2015,UR,1,Centro,15,UNIVERSIDAD,I,Industrial,43,1.93,6.011,140,,,8679831.21,201856.54
2015,UR,1,Centro,15,UNIVERSIDAD,K,Deportivo,6,1.967,1.854,309,,,2361408.67,393568.11
2015,UR,1,Centro,15,UNIVERSIDAD,M,"Suelos sin edificar, obras de urbanización y jardinería",14,,,,4.413,315,3989120.45,284937.18
2015,UR,1,Centro,15,UNIVERSIDAD,O,Oficinas,717,1.955,371.485,518,,,6.6458428672E8,926895.8
2015,UR,1,Centro,15,UNIVERSIDAD,P,Edificio Singular,16,1.952,156.27,9.767,,,2.1349471291E8,1.334341956E7
2015,UR,1,Centro,15,UNIVERSIDAD,R,Religioso,16,1.902,89.395,5.587,,,7.299690523E7,4562306.58
2015,UR,1,Centro,15,UNIVERSIDAD,T,Espectáculos,1,1.9,159,159,,,215200.63,215200.63
2015,UR,1,Centro,15,UNIVERSIDAD,V,Residencial,19.741,1.929,1.810.476,92,,,2.49360854713E9,126316.22
2015,UR,1,Centro,15,UNIVERSIDAD,Y,Sanidad y Beneficencia,21,1.924,21.109,1.005,,,2.371462894E7,1129268.04
2015,UR,1,Centro,16,SOL,A,Almacén-Estacionamiento,821,1.954,102.351,125,,,6.745940735E7,82167.37
2015,UR,1,Centro,16,SOL,C,Comercial,1.258,1.917,391.428,311,,,1.45757962795E9,1158648.35
2015,UR,1,Centro,16,SOL,E,Cultural,6,1.922,17.467,2.911,,,2.627094507E7,4378490.84
2015,UR,1,Centro,16,SOL,G,Ocio y Hostelería,209,1.925,177.909,851,,,3.196975776E8,1529653.48
2015,UR,1,Centro,16,SOL,I,Industrial,7,1.953,323,46,,,311926.82,44560.97
2015,UR,1,Centro,16,SOL,K,Deportivo,1,1.89,797,797,,,482127.3,482127.3
2015,UR,1,Centro,16,SOL,M,"Suelos sin edificar, obras de urbanización y jardinería",40,,,,28.578,714,5464106.02,136602.65
2015,UR,1,Centro,16,SOL,O,Oficinas,964,1.94,345.8,359,,,6.1685815117E8,639894.35
2015,UR,1,Centro,16,SOL,P,Edificio Singular,11,1.919,128.597,11.691,,,1.8002089316E8,1.636553574E7
2015,UR,1,Centro,16,SOL,R,Religioso,8,1.817,18.134,2.267,,,1.588786222E7,1985982.78
2015,UR,1,Centro,16,SOL,T,Espectáculos,7,1.936,23.348,3.335,,,3.811019618E7,5444313.74
2015,UR,1,Centro,16,SOL,V,Residencial,4.437,1.918,636.547,143,,,8.9829816429E8,202456.2
2015,UR,1,Centro,16,SOL,Y,Sanidad y Beneficencia,1,1.925,2.109,2.109,,,1435914.67,1435914.67
2015,UR,2,Arganzuela,21,IMPERIAL,A,Almacén-Estacionamiento,4.912,1.993,291.972,59,,,1.3097737136E8,26664.77
2015,UR,2,Arganzuela,21,IMPERIAL,C,Comercial,630,1.967,85.639,136,,,1.1401895531E8,180982.47
2015,UR,2,Arganzuela,21,IMPERIAL,E,Cultural,9,1.962,31.006,3.445,,,2.94751678E7,3275018.64
2015,UR,2,Arganzuela,21,IMPERIAL,G,Ocio y Hostelería,2,1.992,20.648,10.324,,,3.591854378E7,1.795927189E7
2015,UR,2,Arganzuela,21,IMPERIAL,I,Industrial,37,1.986,34.255,926,,,2.900287004E7,783861.35
2015,UR,2,Arganzuela,21,IMPERIAL,K,Deportivo,8,1.987,88.053,11.007,,,1.3609737983E8,1.701217248E7
2015,UR,2,Arganzuela,21,IMPERIAL,M,"Suelos sin edificar, obras de urbanización y jardinería",14,,,,135.829,9.702,8.26315849E7,5902256.06
2015,UR,2,Arganzuela,21,IMPERIAL,O,Oficinas,124,1.975,58.049,468,,,7.274107948E7,586621.61
2015,UR,2,Arganzuela,21,IMPERIAL,R,Religioso,1,1.965,63,63,,,72920.38,72920.38
2015,UR,2,Arganzuela,21,IMPERIAL,T,Espectáculos,1,1.965,2.576,2.576,,,3814484.87,3814484.87
2015,UR,2,Arganzuela,21,IMPERIAL,V,Residencial,10.72,1.971,993.911,93,,,1.28840531008E9,120187.06
2015,UR,2,Arganzuela,21,IMPERIAL,Y,Sanidad y Beneficencia,5,1.989,49.821,9.964,,,5.952523102E7,1.19050462E7
2015,UR,2,Arganzuela,22,ACACIAS,A,Almacén-Estacionamiento,9.352,1.991,487.167,52,,,2.2853025162E8,24436.51
2015,UR,2,Arganzuela,22,ACACIAS,C,Comercial,1.206,1.974,183.27,152,,,2.5230845567E8,209210.99
2015,UR,2,Arganzuela,22,ACACIAS,E,Cultural,29,1.979,27.766,957,,,2.927328465E7,1009423.61
2015,UR,2,Arganzuela,22,ACACIAS,G,Ocio y Hostelería,2,996,6.64,3.32,,,9885587.69,4942793.84
2015,UR,2,Arganzuela,22,ACACIAS,I,Industrial,39,1.978,18.81,482,,,1.308992299E7,335639.05
2015,UR,2,Arganzuela,22,ACACIAS,K,Deportivo,11,1.989,19.983,1.817,,,8717458.67,792496.24
2015,UR,2,Arganzuela,22,ACACIAS,M,"Suelos sin edificar, obras de urbanización y jardinería",16,,,,202.234,12.64,1.0213819E7,638363.69
2015,UR,2,Arganzuela,22,ACACIAS,O,Oficinas,172,1.973,46.46,270,,,5.67949977E7,330203.48
2015,UR,2,Arganzuela,22,ACACIAS,P,Edificio Singular,8,1.978,8.201,1.025,,,7871945.65,983993.21
2015,UR,2,Arganzuela,22,ACACIAS,R,Religioso,4,1.986,6.551,1.638,,,6954770.17,1738692.54
2015,UR,2,Arganzuela,22,ACACIAS,V,Residencial,17.512,1.976,1.644.701,94,,,2.08112367574E9,118839.86
2015,UR,2,Arganzuela,22,ACACIAS,Y,Sanidad y Beneficencia,6,1.982,14.473,2.412,,,2.018723763E7,3364539.6
2015,UR,2,Arganzuela,23,CHOPERA,A,Almacén-Estacionamiento,2.17,1.983,110.483,51,,,4.730169825E7,21798.02
2015,UR,2,Arganzuela,23,CHOPERA,C,Comercial,631,1.955,88.756,141,,,1.0915259668E8,172983.51
2015,UR,2,Arganzuela,23,CHOPERA,E,Cultural,25,1.962,33.38,1.335,,,2.974717299E7,1189886.92
2015,UR,2,Arganzuela,23,CHOPERA,G,Ocio y Hostelería,12,1.77,5.138,428,,,6392737.95,532728.16
2015,UR,2,Arganzuela,23,CHOPERA,I,Industrial,23,1.958,47.222,2.053,,,2.810394704E7,1221910.74
2015,UR,2,Arganzuela,23,CHOPERA,K,Deportivo,2,1.966,360,180,,,367150.65,183575.32
2015,UR,2,Arganzuela,23,CHOPERA,M,"Suelos sin edificar, obras de urbanización y jardinería",2,,,,1.168,584,58866.0,29433.0
2015,UR,2,Arganzuela,23,CHOPERA,O,Oficinas,94,1.959,18.564,197,,,1.509515616E7,160586.77
2015,UR,2,Arganzuela,23,CHOPERA,R,Religioso,3,1.961,3.626,1.209,,,3099098.26,1033032.75
2015,UR,2,Arganzuela,23,CHOPERA,V,Residencial,9.4,1.957,767.988,82,,,9.0370050085E8,96138.35
2015,UR,2,Arganzuela,23,CHOPERA,Y,Sanidad y Beneficencia,10,1.954,4.303,430,,,5764630.78,576463.08
2015,UR,2,Arganzuela,24,LEGAZPI,A,Almacén-Estacionamiento,7.659,2.003,280.422,37,,,1.334190011E8,17419.9
2015,UR,2,Arganzuela,24,LEGAZPI,C,Comercial,414,1.989,94.42,228,,,1.1344126398E8,274012.71
2015,UR,2,Arganzuela,24,LEGAZPI,E,Cultural,2,1.997,8.45,4.225,,,1.116978689E7,5584893.44
2015,UR,2,Arganzuela,24,LEGAZPI,I,Industrial,95,1.977,43.071,453,,,3.139877137E7,330513.38
2015,UR,2,Arganzuela,24,LEGAZPI,K,Deportivo,3,2.004,21.663,7.221,,,6044675.59,2014891.86
2015,UR,2,Arganzuela,24,LEGAZPI,M,"Suelos sin edificar, obras de urbanización y jardinería",50,,,,490.586,9.812,3.6973567E7,739471.34
2015,UR,2,Arganzuela,24,LEGAZPI,O,Oficinas,193,1.975,140.637,729,,,1.9692959324E8,1020360.59
2015,UR,2,Arganzuela,24,LEGAZPI,R,Religioso,1,2.013,1.556,1.556,,,2292882.9,2292882.9
2015,UR,2,Arganzuela,24,LEGAZPI,T,Espectáculos,2,1.987,5.237,2.618,,,7077685.16,3538842.58
2015,UR,2,Arganzuela,24,LEGAZPI,V,Residencial,8.571,1.997,901.509,105,,,1.27870260882E9,149189.43
2015,UR,2,Arganzuela,24,LEGAZPI,Y,Sanidad y Beneficencia,4,2.006,26.351,6.588,,,3.533324643E7,8833311.61
2015,UR,2,Arganzuela,25,DELICIAS,A,Almacén-Estacionamiento,6.277,1.996,270.962,43,,,1.2698880852E8,20230.81
2015,UR,2,Arganzuela,25,DELICIAS,C,Comercial,712,1.962,105.516,148,,,1.3540095732E8,190169.88
2015,UR,2,Arganzuela,25,DELICIAS,E,Cultural,9,1.968,60.906,6.767,,,5.89631103E7,6551456.7
2015,UR,2,Arganzuela,25,DELICIAS,G,Ocio y Hostelería,5,1.957,4.262,852,,,7146628.46,1429325.69
2015,UR,2,Arganzuela,25,DELICIAS,I,Industrial,36,1.96,145.148,4.032,,,1.0343704106E8,2873251.14
2015,UR,2,Arganzuela,25,DELICIAS,K,Deportivo,4,1.978,8.128,2.032,,,7148712.84,1787178.21
2015,UR,2,Arganzuela,25,DELICIAS,M,"Suelos sin edificar, obras de urbanización y jardinería",35,,,,57.751,1.65,7.5686636E7,2162475.31
2015,UR,2,Arganzuela,25,DELICIAS,O,Oficinas,160,1.974,264.916,1.656,,,3.7139853954E8,2321240.87
2015,UR,2,Arganzuela,25,DELICIAS,P,Edificio Singular,5,1.941,40.23,8.046,,,3.925340024E7,7850680.05
2015,UR,2,Arganzuela,25,DELICIAS,R,Religioso,1,1.963,3.151,3.151,,,2768617.18,2768617.18
2015,UR,2,Arganzuela,25,DELICIAS,V,Residencial,13.192,1.97,1.227.198,93,,,1.52180702894E9,115358.33
2015,UR,2,Arganzuela,25,DELICIAS,Y,Sanidad y Beneficencia,4,1.972,14.065,3.516,,,1.97786094E7,4944652.35
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,A,Almacén-Estacionamiento,4.654,1.992,228.388,49,,,1.0530903882E8,22627.64
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,C,Comercial,1.045,1.948,162.718,156,,,1.9860670587E8,190054.26
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,E,Cultural,16,1.963,81.759,5.11,,,7.425777425E7,4641110.89
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,G,Ocio y Hostelería,19,1.941,39.644,2.087,,,5.5240977E7,2907419.84
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,I,Industrial,43,1.967,66.218,1.54,,,5.957852313E7,1385547.05
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,K,Deportivo,5,1.966,13.327,2.665,,,1.639106144E7,3278212.29
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,M,"Suelos sin edificar, obras de urbanización y jardinería",30,,,,18.669,622,7975378.72,265845.96
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,O,Oficinas,323,1.973,118.562,367,,,1.4206602574E8,439832.9
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,P,Edificio Singular,5,1.957,24.961,4.992,,,2.139244943E7,4278489.89
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,R,Religioso,12,1.956,7.585,632,,,6793371.27,566114.27
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,T,Espectáculos,3,1.973,20.738,6.913,,,2.401846987E7,8006156.62
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,V,Residencial,13.339,1.953,1.158.497,87,,,1.35854974449E9,101847.95
2015,UR,2,Arganzuela,26,PALOS DE MOGUER,Y,Sanidad y Beneficencia,2,1.999,8.736,4.368,,,9394593.17,4697296.58
2015,UR,2,Arganzuela,27,ATOCHA,A,Almacén-Estacionamiento,479,1.993,49.832,104,,,3.760434099E7,78505.93
2015,UR,2,Arganzuela,27,ATOCHA,C,Comercial,25,1.977,115.849,4.634,,,1.598028627E8,6392114.51
2015,UR,2,Arganzuela,27,ATOCHA,E,Cultural,1,2.013,7.482,7.482,,,5897608.5,5897608.5
2015,UR,2,Arganzuela,27,ATOCHA,I,Industrial,23,1.968,198.83,8.645,,,2.9702891807E8,1.291430079E7
2015,UR,2,Arganzuela,27,ATOCHA,M,"Suelos sin edificar, obras de urbanización y jardinería",98,,,,79.509,811,8.25197835E7,842038.61
2015,UR,2,Arganzuela,27,ATOCHA,O,Oficinas,136,1.993,121.911,896,,,1.9165302425E8,1409213.41
2015,UR,2,Arganzuela,27,ATOCHA,T,Espectáculos,1,1.997,18.565,18.565,,,2.292644556E7,2.292644556E7
2015,UR,2,Arganzuela,27,ATOCHA,V,Residencial,486,1.996,52.36,108,,,7.972905115E7,164051.55
2015,UR,3,Retiro,31,PACÍFICO,A,Almacén-Estacionamiento,6.374,1.987,352.015,55,,,1.4185459408E8,22255.19
2015,UR,3,Retiro,31,PACÍFICO,C,Comercial,953,1.959,163.948,172,,,2.0381843279E8,213870.34
2015,UR,3,Retiro,31,PACÍFICO,E,Cultural,17,1.946,35.227,2.072,,,3.078998166E7,1811175.39
2015,UR,3,Retiro,31,PACÍFICO,G,Ocio y Hostelería,1,1.994,1.638,1.638,,,2073396.78,2073396.78
2015,UR,3,Retiro,31,PACÍFICO,I,Industrial,41,1.965,15.616,381,,,1.317076649E7,321238.21
2015,UR,3,Retiro,31,PACÍFICO,K,Deportivo,5,1.952,754,151,,,1083351.5,216670.3
2015,UR,3,Retiro,31,PACÍFICO,M,"Suelos sin edificar, obras de urbanización y jardinería",28,,,,55.096,1.968,8.641210432E7,3086146.58
2015,UR,3,Retiro,31,PACÍFICO,O,Oficinas,371,1.969,138.826,374,,,1.6979402078E8,457665.82
2015,UR,3,Retiro,31,PACÍFICO,P,Edificio Singular,7,1.957,48.929,6.99,,,4.217722785E7,6025318.26
2015,UR,3,Retiro,31,PACÍFICO,R,Religioso,2,1.971,6.085,3.042,,,7431194.79,3715597.4
2015,UR,3,Retiro,31,PACÍFICO,V,Residencial,16.718,1.964,1.604.319,96,,,2.05337274767E9,122824.07
2015,UR,3,Retiro,31,PACÍFICO,Y,Sanidad y Beneficencia,1,1.955,152,152,,,154941.33,154941.33
2015,UR,3,Retiro,32,ADELFAS,A,Almacén-Estacionamiento,5.916,1.997,234.353,40,,,1.0632228499E8,17971.99
2015,UR,3,Retiro,32,ADELFAS,C,Comercial,317,1.976,52.996,167,,,7.021671899E7,221503.85
2015,UR,3,Retiro,32,ADELFAS,E,Cultural,3,1.957,9.392,3.131,,,7418093.56,2472697.85
2015,UR,3,Retiro,32,ADELFAS,G,Ocio y Hostelería,9,1.976,12.411,1.379,,,2.310145092E7,2566827.88
2015,UR,3,Retiro,32,ADELFAS,I,Industrial,59,1.977,30.672,520,,,2.309654578E7,391466.88
2015,UR,3,Retiro,32,ADELFAS,K,Deportivo,5,1.989,10.08,2.016,,,7044437.13,1408887.43
2015,UR,3,Retiro,32,ADELFAS,M,"Suelos sin edificar, obras de urbanización y jardinería",39,,,,40.303,1.033,3.32499734E7,852563.42
2015,UR,3,Retiro,32,ADELFAS,O,Oficinas,134,1.971,75.303,562,,,9.103547525E7,679369.22
2015,UR,3,Retiro,32,ADELFAS,R,Religioso,2,1.97,1.349,674,,,1488571.7,744285.85
2015,UR,3,Retiro,32,ADELFAS,V,Residencial,8.485,1.983,841.086,99,,,1.15732117228E9,136396.13
2015,UR,3,Retiro,32,ADELFAS,Y,Sanidad y Beneficencia,5,1.988,34.553,6.911,,,3.173464101E7,6346928.2
2015,UR,3,Retiro,33,ESTRELLA,A,Almacén-Estacionamiento,5.081,1.987,283.963,56,,,1.3435087582E8,26441.82
2015,UR,3,Retiro,33,ESTRELLA,C,Comercial,315,1.971,36.793,117,,,4.906917095E7,155775.15
2015,UR,3,Retiro,33,ESTRELLA,E,Cultural,7,1.975,38.567,5.51,,,3.995280868E7,5707544.1
2015,UR,3,Retiro,33,ESTRELLA,G,Ocio y Hostelería,7,1.966,20.811,2.973,,,3.338641227E7,4769487.47
2015,UR,3,Retiro,33,ESTRELLA,I,Industrial,17,1.965,10.043,591,,,8624489.33,507322.9
2015,UR,3,Retiro,33,ESTRELLA,K,Deportivo,5,1.975,16.219,3.244,,,1.907758283E7,3815516.57
2015,UR,3,Retiro,33,ESTRELLA,M,"Suelos sin edificar, obras de urbanización y jardinería",9,,,,9.062,1.007,7308844.0,812093.78
2015,UR,3,Retiro,33,ESTRELLA,O,Oficinas,260,1.975,108.528,417,,,1.652697956E8,635653.06
2015,UR,3,Retiro,33,ESTRELLA,R,Religioso,5,1.97,5.436,1.087,,,6158703.2,1231740.64
2015,UR,3,Retiro,33,ESTRELLA,V,Residencial,9.358,1.973,1.226.113,131,,,1.71811323482E9,183598.34
2015,UR,3,Retiro,33,ESTRELLA,Y,Sanidad y Beneficencia,10,1.975,44.803,4.48,,,5.132380446E7,5132380.45
2015,UR,3,Retiro,34,IBIZA,A,Almacén-Estacionamiento,2.078,1.974,182.846,88,,,1.4437057921E8,69475.74
2015,UR,3,Retiro,34,IBIZA,C,Comercial,794,1.947,103.468,130,,,1.8810559057E8,236908.8
2015,UR,3,Retiro,34,IBIZA,E,Cultural,4,1.946,4.402,1.1,,,5768874.74,1442218.68
2015,UR,3,Retiro,34,IBIZA,I,Industrial,29,1.951,7.46,257,,,9185810.89,316752.1
2015,UR,3,Retiro,34,IBIZA,M,"Suelos sin edificar, obras de urbanización y jardinería",18,,,,10.169,565,4291051.08,238391.73
2015,UR,3,Retiro,34,IBIZA,O,Oficinas,225,1.963,55.231,245,,,1.061023617E8,471566.05
2015,UR,3,Retiro,34,IBIZA,P,Edificio Singular,1,1.952,1.648,1.648,,,2026436.84,2026436.84
2015,UR,3,Retiro,34,IBIZA,R,Religioso,5,1.969,7.356,1.471,,,8585123.08,1717024.62
2015,UR,3,Retiro,34,IBIZA,T,Espectáculos,1,1.945,868,868,,,1530277.06,1530277.06
2015,UR,3,Retiro,34,IBIZA,V,Residencial,10.083,1.948,1.171.808,116,,,1.96327415797E9,194711.31
2015,UR,3,Retiro,34,IBIZA,Y,Sanidad y Beneficencia,8,1.959,186.938,23.367,,,3.0490853749E8,3.811356719E7
2015,UR,3,Retiro,35,LOS JERÓNIMOS,A,Almacén-Estacionamiento,425,1.952,73.733,173,,,5.848003508E7,137600.08
2015,UR,3,Retiro,35,LOS JERÓNIMOS,C,Comercial,188,1.94,46.216,246,,,8.349058854E7,444098.88
2015,UR,3,Retiro,35,LOS JERÓNIMOS,E,Cultural,13,1.969,110.637,8.511,,,1.9452421327E8,1.496340102E7
2015,UR,3,Retiro,35,LOS JERÓNIMOS,G,Ocio y Hostelería,24,1.984,53.717,2.238,,,1.3823997935E8,5759999.14
2015,UR,3,Retiro,35,LOS JERÓNIMOS,I,Industrial,59,1.965,65.994,1.119,,,6.92178711E7,1173184.26
2015,UR,3,Retiro,35,LOS JERÓNIMOS,K,Deportivo,4,1.984,12.809,3.202,,,1.334910463E7,3337276.16
2015,UR,3,Retiro,35,LOS JERÓNIMOS,M,"Suelos sin edificar, obras de urbanización y jardinería",11,,,,1.135.146,103.195,3.267298964E7,2970271.79
2015,UR,3,Retiro,35,LOS JERÓNIMOS,O,Oficinas,241,1.944,224.45,931,,,5.8609503847E8,2431929.62
2015,UR,3,Retiro,35,LOS JERÓNIMOS,P,Edificio Singular,21,1.957,184.748,8.798,,,3.8775839114E8,1.846468529E7
2015,UR,3,Retiro,35,LOS JERÓNIMOS,T,Espectáculos,3,1.985,5.479,1.826,,,8997786.61,2999262.2
2015,UR,3,Retiro,35,LOS JERÓNIMOS,V,Residencial,3.155,1.949,613.598,194,,,1.30975658571E9,415136.79
2015,UR,3,Retiro,35,LOS JERÓNIMOS,Y,Sanidad y Beneficencia,1,1.9,3.087,3.087,,,4455888.68,4455888.68
2015,UR,3,Retiro,36,NIÑO JESÚS,A,Almacén-Estacionamiento,1.78,1.984,197.115,111,,,8.605739979E7,48346.85
2015,UR,3,Retiro,36,NIÑO JESÚS,C,Comercial,300,1.967,94.005,313,,,1.2921626381E8,430720.88
2015,UR,3,Retiro,36,NIÑO JESÚS,E,Cultural,16,1.941,8.912,557,,,1.318491766E7,824057.35
2015,UR,3,Retiro,36,NIÑO JESÚS,I,Industrial,7,1.976,625,89,,,430511.03,61501.58
2015,UR,3,Retiro,36,NIÑO JESÚS,K,Deportivo,11,1.975,3.362,306,,,3150656.26,286423.3
2015,UR,3,Retiro,36,NIÑO JESÚS,M,"Suelos sin edificar, obras de urbanización y jardinería",5,,,,7.875,1.575,2862462.0,572492.4
2015,UR,3,Retiro,36,NIÑO JESÚS,O,Oficinas,265,1.969,97.657,369,,,1.5290305432E8,576992.66
